probe_set_id,genechip_array,species_scientific_name,annotation_date,sequence_type,sequence_source,transcript_id,target_description,representative_public_id,archival_unigene_cluster,unigene_id,genome_version,alignments,gene_symbol,chromosomal_location,unigene_cluster_type,ensembl,entrez_gene,ec,omim,refseq_protein_id,refseq_transcript_id,flybase,agi,wormbase,mgi_name,rgd_name,sgd_accession_number,qtl,annotation_description,gene_title_des
1552904_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.60563.2,"gb:NM_138999.1 /DB_XREF=gi:20452469 /GEN=NETO1 /TID=Hs2.60563.2 /CNT=5 /FEA=FLmRNA /TIER=FL /STK=2 /LL=81832 /UG=Hs.60563 /DEF=Homo sapiens neuropilin (NRP) and tolloid (TLL)-like 1 (NETO1), transcript variant 1, mRNA. /PROD=neuropilin- and tolloid-like protein 1 isoform 1precursor /FL=gb:NM_138999.1 gb:AF448839.1",NM_138999,Hs.60563,Hs.465407,March 2006 (NCBI Build 36.1),chr18:68652253-68683914 (-) // 87.56 // q22.3,NETO1,chr18q22-q23,full length,---,81832,---,607973,NP_620416.1 /// NP_620552.1 /// NP_694821.2,NM_138966 /// NM_138999 /// NM_153181,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,neuropilin (NRP) and tolloid (TLL)-like 1
1552906_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.375082.1,"gb:NM_152578.1 /DB_XREF=gi:22749198 /TID=Hs2.375082.1 /CNT=5 /FEA=FLmRNA /TIER=FL /STK=2 /LL=158521 /UG_GENE=FLJ25736 /UG=Hs.375082 /UG_TITLE=hypothetical protein FLJ25736 /DEF=Homo sapiens hypothetical protein FLJ25736 (FLJ25736), mRNA. /FL=gb:NM_152578.1 gb:BC034320.1",NM_152578,Hs.375082,Hs.128580,March 2006 (NCBI Build 36.1),chrX:146870544-146915877 (+) // 98.07 // q27.3,FMR1NB,chrXq27.3-q28,full length,---,158521,---,---,NP_689791.1,NM_152578,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,fragile X mental retardation 1 neighbor
1552908_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.352641.1,"gb:NM_145278.1 /DB_XREF=gi:21687148 /TID=Hs2.352641.1 /CNT=5 /FEA=FLmRNA /TIER=FL /STK=2 /LL=148823 /UG_GENE=LOC148823 /UG=Hs.352641 /UG_TITLE=LOC148823 /DEF=Homo sapiens LOC148823 (LOC148823), mRNA. /FL=gb:BC024174.1 gb:NM_145278.1",NM_145278,Hs.352641,Hs.662658,March 2006 (NCBI Build 36.1),chr1:245779073-245806390 (+) // 51.88 // q44,C1orf150,chr1q44,full length,ENSG00000169224,148823,---,---,NP_660321.1,NM_145278,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,chromosome 1 open reading frame 150
1552910_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.269347.1,"gb:NM_052884.1 /DB_XREF=gi:16418392 /GEN=SIGLEC11 /TID=Hs2.269347.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=2 /LL=114132 /UG=Hs.269347 /DEF=Homo sapiens sialic acid binding Ig-like lectin 11 (SIGLEC11), mRNA. /PROD=sialic acid binding Ig-like lectin 11 /FL=gb:NM_052884.1 gb:AB072038.1 gb:AF337818.1",NM_052884,Hs.269347,Hs.661852,March 2006 (NCBI Build 36.1),chr19:55164643-55167438 (+) // 49.1 // q13.33 /// chr19:55144076-55156241 (-) // 73.58 // q13.33,SIGLEC11,chr19q13.33,full length,ENSG00000161640,114132,---,607157,NP_443116.1,NM_052884,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,sialic acid binding Ig-like lectin 11
1552911_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.269347.1,"gb:AB072038.1 /DB_XREF=gi:19716085 /GEN=Siglec-12 /TID=Hs2.269347.1 /CNT=4 /FEA=FLmRNA /TIER=FL /STK=1 /LL=114132 /UG=Hs.269347 /DEF=Homo sapiens mRNA for Sialic acid-binding Ig-like lectin Siglec-12, complete cds. /PROD=Sialic acid-binding Ig-like lectin Siglec-12 /FL=gb:NM_052884.1 gb:AB072038.1 gb:AF337818.1",AB072038,Hs.269347,Hs.661852,March 2006 (NCBI Build 36.1),chr19:55164643-55167438 (+) // 49.1 // q13.33 /// chr19:55144076-55156241 (-) // 73.58 // q13.33,SIGLEC11,chr19q13.33,full length,ENSG00000161640,114132,---,607157,NP_443116.1,NM_052884,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,sialic acid binding Ig-like lectin 11
1552973_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.350957.1,"gb:NM_003396.1 /DB_XREF=gi:17017975 /GEN=WNT15 /TID=Hs2.350957.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=7484 /UG=Hs.350957 /DEF=Homo sapiens wingless-type MMTV integration site family, member 15 (WNT15), mRNA. /PROD=wingless-type MMTV integration site family,member 15 precursor /FL=gb:AB063483.1 gb:NM_003396.1",NM_003396,Hs.350957,Hs.326420,March 2006 (NCBI Build 36.1),chr17:42283973-42309436 (+) // 99.32 // q21.32,WNT9B,chr17q21,full length,ENSG00000158955,7484,---,602864,NP_003387.1,NM_003396,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,"wingless-type MMTV integration site family, member 9B"
1552974_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.278938.1,"gb:NM_014130.1 /DB_XREF=gi:7662561 /TID=Hs2.278938.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=29049 /UG_GENE=PRO0483 /UG=Hs.278938 /UG_TITLE=PRO0483 protein /DEF=Homo sapiens PRO0483 protein (PRO0483), mRNA. /FL=gb:AF090931.1 gb:NM_014130.1",NM_014130,---,---,March 2006 (NCBI Build 36.1),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a GenBank identifier using 1 transcripts. // false // Matching Probes // A,---
1552975_x_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.278938.1,"gb:NM_014130.1 /DB_XREF=gi:7662561 /TID=Hs2.278938.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=29049 /UG_GENE=PRO0483 /UG=Hs.278938 /UG_TITLE=PRO0483 protein /DEF=Homo sapiens PRO0483 protein (PRO0483), mRNA. /FL=gb:AF090931.1 gb:NM_014130.1",NM_014130,---,---,March 2006 (NCBI Build 36.1),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a GenBank identifier using 1 transcripts. // false // Matching Probes // A,---
1552976_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.143594.1,"gb:NM_153614.1 /DB_XREF=gi:23957683 /GEN=TSARG3 /TID=Hs2.143594.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=256790 /UG=Hs.143594 /DEF=Homo sapiens testis spermatogenesis apoptosis-related protein 3 (TSARG3), mRNA. /PROD=testis spermatogenesis apoptosis-related protein3 /FL=gb:NM_153614.1 gb:AF419291.1",NM_153614,---,---,March 2006 (NCBI Build 36.1),chr11:73352349-73358980 (-) // 80.65 // q13.4,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a GenBank identifier using 1 transcripts. // false // Matching Probes // A,---
1552977_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.56828.1,"gb:NM_006586.1 /DB_XREF=gi:5729791 /GEN=TNRC5 /TID=Hs2.56828.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=10695 /UG=Hs.56828 /DEF=Homo sapiens trinucleotide repeat containing 5 (TNRC5), mRNA. /PROD=trinucleotide repeat containing 5 /FL=gb:U80744.1 gb:NM_006586.1",NM_006586,Hs.56828,Hs.414099,March 2006 (NCBI Build 36.1),chr6:43004907-43014690 (+) // 93.19 // p21.1,TNRC5,chr6pter-p12.1,full length,ENSG00000137161,10695,---,610774,NP_006577.2 /// NP_898828.2,NM_006586 /// NM_183010,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 4 transcripts. // false // Matching Probes // A,trinucleotide repeat containing 5
1552978_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.31218.2,"gb:NM_052822.1 /DB_XREF=gi:16445413 /GEN=SCAMP1 /TID=Hs2.31218.2 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=9522 /UG=Hs.31218 /DEF=Homo sapiens secretory carrier membrane protein 1 (SCAMP1), transcript variant 2, mRNA. /PROD=secretory carrier membrane protein 1 isoform 2 /FL=gb:NM_052822.1 gb:BC009787.1",NM_052822,Hs.31218,Hs.482587,March 2006 (NCBI Build 36.1),chr5:77692161-77807574 (+) // 96.94 // q14.1,SCAMP1,chr5q13.3-q14.1,full length,ENSG00000085365,9522,---,606911,NP_004857.4 /// NP_438173.1,NM_004866 /// NM_052822,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,secretory carrier membrane protein 1
1552979_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.375211.1,"gb:NM_173513.1 /DB_XREF=gi:27735134 /TID=Hs2.375211.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=151477 /UG_GENE=MGC43122 /UG=Hs.375211 /UG_TITLE=hypothetical protein MGC43122 /DEF=Homo sapiens hypothetical protein MGC43122 (MGC43122), mRNA. /FL=gb:NM_173513.1 gb:BC033054.1",NM_173513,Hs.375211,Hs.375211,March 2006 (NCBI Build 36.1),chr2:232081380-232087294 (-) // 74.18 // q37.1,C2orf52,chr2q37.1,full length,---,151477,---,---,NP_775784.1,NM_173513,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,chromosome 2 open reading frame 52
1552980_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.85962.2,"gb:NM_138612.1 /DB_XREF=gi:20302154 /GEN=HAS3 /TID=Hs2.85962.2 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=3038 /UG=Hs.85962 /DEF=Homo sapiens hyaluronan synthase 3 (HAS3), transcript variant 2, mRNA. /PROD=hyaluronan synthase 3, isoform b /FL=gb:NM_138612.1 gb:BC021853.1",NM_138612,Hs.85962,Hs.592069,March 2006 (NCBI Build 36.1),chr16:67700798-67710118 (+) // 89.42 // q22.1,HAS3,chr16q22.1,full length,---,3038,---,602428,NP_005320.2 /// NP_619515.1,NM_005329 /// NM_138612,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,hyaluronan synthase 3
1552982_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.1755.1,"gb:NM_002007.1 /DB_XREF=gi:4503700 /GEN=FGF4 /TID=Hs2.1755.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=2249 /UG=Hs.1755 /DEF=Homo sapiens fibroblast growth factor 4 (heparin secretory transforming protein 1, Kaposi sarcoma oncogene) (FGF4), mRNA. /PROD=fibroblast growth factor 4 precursor /FL=gb:M17446.1 gb:NM_002007.1",NM_002007,Hs.1755,Hs.1755,March 2006 (NCBI Build 36.1),chr11:69296977-69299352 (-) // 96.23 // q13.3,FGF4,chr11q13.3,full length,---,2249,---,164980,NP_001998.1,NM_002007,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"fibroblast growth factor 4 (heparin secretory transforming protein 1, Kaposi sarcoma oncogene)"
1553024_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.406746.1,"gb:NM_172368.1 /DB_XREF=gi:27363481 /GEN=G30 /TID=Hs2.406746.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=282706 /UG=Hs.406746 /DEF=Homo sapiens putative protein LG30 (G30), mRNA. /PROD=putative protein LG30 /FL=gb:AY138548.1 gb:NM_172368.1",NM_172368,Hs.406746,Hs.558713,March 2006 (NCBI Build 36.1),chr13:104909408-104942527 (-) // 74.29 // q33.2,G30,chr13q33.2|13q34,full length,---,282706,---,607415,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,putative protein LG30
1553025_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2Affx.1.4,"gb:NM_020455.1 /DB_XREF=gi:28269674 /GEN=GPR126 /TID=Hs2Affx.1.4 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /NOTE=sequence(s) not in UniGene /DEF=Homo sapiens G protein-coupled receptor 126 (GPR126), mRNA. /PROD=G protein-coupled receptor 126 /FL=gb:NM_020455.1 gb:AY181244.1",NM_020455,---,Hs.318894,March 2006 (NCBI Build 36.1),chr6:142768517-142806357 (+) // 65.95 // q24.1,GPR126,chr6q24.1,full length,---,57211,---,---,NP_001027566.1 /// NP_001027567.1 /// NP_065188.4 /// NP_940971.1,NM_001032394 /// NM_001032395 /// NM_020455 /// NM_198569,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,G protein-coupled receptor 126
1553027_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.49075.2,"gb:NM_057162.1 /DB_XREF=gi:17017979 /GEN=KLHL4 /TID=Hs2.49075.2 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=56062 /UG=Hs.49075 /DEF=Homo sapiens kelch-like 4 (Drosophila) (KLHL4), transcript variant 2, mRNA. /PROD=kelch-like 4, isoform 2 /FL=gb:NM_057162.1 gb:AF284766.1",NM_057162,Hs.49075,Hs.49075,March 2006 (NCBI Build 36.1),chrX:86659472-86811252 (+) // 99.63 // q21.31,KLHL4,chrXq21.3,full length,---,56062,---,300348,NP_061990.2 /// NP_476503.1,NM_019117 /// NM_057162,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,kelch-like 4 (Drosophila)
1553028_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.308230.1,"gb:NM_153002.1 /DB_XREF=gi:23308584 /GEN=GABABL /TID=Hs2.308230.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=165829 /UG=Hs.308230 /DEF=Homo sapiens GABAB-related G-protein coupled receptor (GABABL), mRNA. /PROD=GABAB-related G-protein coupled receptor /FL=gb:AF488739.1 gb:NM_153002.1",NM_153002,Hs.308230,Hs.333358,March 2006 (NCBI Build 36.1),chr3:121368568-121445635 (-) // 99.92 // q13.33,GPR156,chr3q13.33,full length,ENSG00000175697,165829,---,610464,NP_694547.1,NM_153002,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,G protein-coupled receptor 156
1553030_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.16340.1,"gb:NM_000456.1 /DB_XREF=gi:4557866 /GEN=SUOX /TID=Hs2.16340.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=6821 /UG=Hs.16340 /UG_TITLE=sulfite oxidase /DEF=Homo sapiens sulfite oxidase (SUOX), nuclear gene encoding mitochondrial protein, mRNA. /FL=gb:NM_000456.1 gb:L31573.1",NM_000456,Hs.16340,Hs.558403,March 2006 (NCBI Build 36.1),chr12:54681548-54685109 (+) // 87.87 // q13.2,SUOX,chr12q13.2,full length,ENSG00000139531,6821,EC:1.8.3.1,272300 /// 606887,NP_000447.2 /// NP_001027558.1 /// NP_001027559.1,NM_000456 /// NM_001032386 /// NM_001032387,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 4 transcripts. // false // Matching Probes // A,sulfite oxidase
1553031_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.57887.1,"gb:NM_153838.1 /DB_XREF=gi:24475872 /GEN=GPR115 /TID=Hs2.57887.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=221393 /UG=Hs.57887 /DEF=Homo sapiens G protein-coupled receptor 115 (GPR115), mRNA. /PROD=G-protein coupled receptor 115 /FL=gb:NM_153838.1 gb:AY140957.1",NM_153838,Hs.57887,Hs.150131,March 2006 (NCBI Build 36.1),chr6:47761558-47794137 (+) // 94.51 // p12.3,GPR115,chr6p12.3,full length,ENSG00000153294,221393,---,---,NP_722580.3,NM_153838,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,G protein-coupled receptor 115
1553032_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.351813.1,"gb:NM_139017.2 /DB_XREF=gi:21314784 /GEN=CRL3 /TID=Hs2.351813.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=133396 /UG=Hs.351813 /DEF=Homo sapiens gp130-like monocyte receptor (CRL3), mRNA. /PROD=gp130-like monocyte receptor /FL=gb:AF486620.1 gb:NM_139017.2",NM_139017,Hs.351813,Hs.55378,March 2006 (NCBI Build 36.1),chr5:55191126-55248705 (+) // 99.91 // q11.2,IL31RA,chr5q11.2,full length,ENSG00000164509,133396,---,609510,NP_620586.3,NM_139017,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 3 transcripts. // false // Matching Probes // A,interleukin 31 receptor A
1553033_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.367758.1,"gb:NM_138780.1 /DB_XREF=gi:20270304 /GEN=SYTL5 /TID=Hs2.367758.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=94122 /UG=Hs.367758 /DEF=Homo sapiens synaptotagmin-like 5 (SYTL5), mRNA. /PROD=synaptotagmin-like 5 /FL=gb:NM_138780.1 gb:AB080222.1",NM_138780,Hs.367758,Hs.662334,March 2006 (NCBI Build 36.1),chrX:37778086-37870927 (+) // 100.0 // p11.4,SYTL5,chrXp21.1,full length,---,94122,---,---,NP_620135.1,NM_138780,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,synaptotagmin-like 5
1553034_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2Affx.1.6,"gb:NM_006642.1 /DB_XREF=gi:28269671 /GEN=SDCCAG8 /TID=Hs2Affx.1.6 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /NOTE=sequence(s) not in UniGene /DEF=Homo sapiens serologically defined colon cancer antigen 8 (SDCCAG8), mRNA. /PROD=serologically defined colon cancer antigen 8 /FL=gb:AF250731.1 gb:NM_006642.1",NM_006642,---,Hs.591530,March 2006 (NCBI Build 36.1),chr1:241486098-241729710 (+) // 98.6 // q43,SDCCAG8,chr1q43-q44,full length,ENSG00000054282,10806,---,---,NP_006633.1,NM_006642,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,serologically defined colon cancer antigen 8
1552985_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.179082.1,"gb:NM_173851.1 /DB_XREF=gi:27777666 /GEN=ZnT-8 /TID=Hs2.179082.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=169026 /UG=Hs.179082 /DEF=Homo sapiens zinc transporter ZnT-8 (ZnT-8), mRNA. /PROD=zinc transporter ZnT-8 /FL=gb:NM_173851.1 gb:AY117411.1",NM_173851,Hs.179082,Hs.532270,March 2006 (NCBI Build 36.1),chr8:118216747-118254101 (+) // 99.82 // q24.11,SLC30A8,chr8q24.11,full length,---,169026,---,---,NP_776250.2,NM_173851,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,"solute carrier family 30 (zinc transporter), member 8"
1552986_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.334930.1,"gb:NM_138470.1 /DB_XREF=gi:19924002 /TID=Hs2.334930.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=142937 /UG_GENE=LOC142937 /UG=Hs.334930 /UG_TITLE=hypothetical protein BC008131 /DEF=Homo sapiens hypothetical protein BC008131 (LOC142937), mRNA. /FL=gb:BC008131.1 gb:NM_138470.1",NM_138470,Hs.334930,Hs.679824,March 2006 (NCBI Build 36.1),chr10:6253739-6254792 (+) // 51.56 // p15.1,LOC142937,chr10p15.1,---,---,142937,---,---,XP_495796.2 /// XP_943493.1,XM_495796 /// XM_938400,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,hypothetical protein BC008131
1552987_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.374698.1,"gb:NM_153241.1 /DB_XREF=gi:23397529 /TID=Hs2.374698.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=201824 /UG_GENE=MGC42157 /UG=Hs.374698 /UG_TITLE=hypothetical protein MGC42157 /DEF=Homo sapiens hypothetical protein MGC42157 (MGC42157), mRNA. /FL=gb:NM_153241.1 gb:BC030111.1",NM_153241,Hs.374698,Hs.591071,March 2006 (NCBI Build 36.1),chr4:35934534-35951957 (+) // 78.01 // p14,MGC42157,chr4p14,---,---,439933,---,---,---,XR_017710 /// XR_017809,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 3 transcripts. // false // Matching Probes // A,hypothetical locus MGC42157
1552988_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.348502.1,"gb:NM_152587.1 /DB_XREF=gi:22749208 /TID=Hs2.348502.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=160140 /UG_GENE=MGC33948 /UG=Hs.348502 /UG_TITLE=hypothetical protein MGC33948 /DEF=Homo sapiens hypothetical protein MGC33948 (MGC33948), mRNA. /FL=gb:BC029536.1 gb:NM_152587.1",NM_152587,Hs.348502,Hs.653180,March 2006 (NCBI Build 36.1),chr11:107758939-107843441 (-) // 97.09 // q22.3,C11orf65,chr11q22.3,full length,---,160140,---,---,NP_689800.3,NM_152587,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,chromosome 11 open reading frame 65
1552990_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.375102.1,"gb:NM_152656.1 /DB_XREF=gi:22749332 /TID=Hs2.375102.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=199714 /UG_GENE=MGC35045 /UG=Hs.375102 /UG_TITLE=hypothetical protein MGC35045 /DEF=Homo sapiens hypothetical protein MGC35045 (MGC35045), mRNA. /FL=gb:BC031875.1 gb:NM_152656.1",NM_152656,Hs.375102,Hs.528319,March 2006 (NCBI Build 36.1),chr19:60564194-60566421 (-) // 93.06 // q13.42,C19orf16,chr19q13.42,full length,---,284418,---,---,XP_371195.3 /// XP_943121.2,XM_371195 /// XM_938028,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 3 transcripts. // false // Matching Probes // A,chromosome 19 open reading frame 16
1552991_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.351824.1,"gb:NM_153444.1 /DB_XREF=gi:23592221 /GEN=JCG3 /TID=Hs2.351824.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=120065 /UG=Hs.351824 /DEF=Homo sapiens olfactory receptor-like protein JCG3 (JCG3), mRNA. /PROD=olfactory receptor-like protein JCG3 /FL=gb:NM_153444.1 gb:AF173006.1",NM_153444,Hs.351824,Hs.351824,March 2006 (NCBI Build 36.1),chr11:7774096-7775065 (-) // 100.0 // p15.4,OR5P2,chr11p15.4,full length,---,120065,---,---,NP_703145.1,NM_153444,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,"olfactory receptor, family 5, subfamily P, member 2"
1552993_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.352563.1,"gb:NM_138812.1 /DB_XREF=gi:20270376 /TID=Hs2.352563.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=143241 /UG_GENE=LOC143241 /UG=Hs.352563 /UG_TITLE=hypothetical protein BC019250 /DEF=Homo sapiens hypothetical protein BC019250 (LOC143241), mRNA. /FL=gb:NM_138812.1 gb:BC019250.1",NM_138812,Hs.352563,Hs.407751,March 2006 (NCBI Build 36.1),chr10:82085843-82102348 (-) // 74.59 // q23.1,DYDC1,chr10q23.1,full length,ENSG00000170788,143241,---,---,NP_620167.1,NM_138812,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,DPY30 domain containing 1
